fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
Quantum Mutual Fund,Quantum ELSS Tax Saver Fund,-0.95743,f07b8b5adfa0be244bafad09c210edc6,Quantum ELSS Tax Saver Fund Reg (G),302f6e2d0ef7af0c034b4559097614cf,302f6e2d0ef7af0c034b4559097614cf,214,23-12-2008 00:00,-0.9574,-2.64,-3.01,-0.58,2.84,15.87,39.22,27.98,17.66,20.42,13.75,17.302,17.302,0,0,D,A,A,A,,A,B,A,A,A,17.3,3,Equity: ELSS,125.17,0,5000,1000,500,42.0653,28.6635,25.3333,,,,18.6365,2
Tata Mutual Fund,Tata Business Cycle Fund,-1.74419,584f2c8d6e34777f845b01834630b913,Tata Business Cycle Fund Reg (G),315b4e20e7961cb12c07423258b51761,315b4e20e7961cb12c07423258b51761,2857,04-08-2021 00:00,-1.7442,-4.37,-4.06,-1.81,0.72,12.05,39.2,33,23.17,0,0,0,0,0,0,C,C,C,B,,A,B,A,A,A,23.58,0,Equity: Thematic,19.5983,0,5000,100,100,42.3604,34.3464,,,,,33.2522,1.91
Franklin Templeton Mutual Fund,Franklin India Smaller Companies Fund,-2.26651,3a491db90e3d2d51339739536957d14a,Franklin India Smaller Companies Fund (G),d8db06c3995dcb89a452600f9e821440,d8db06c3995dcb89a452600f9e821440,14423,13-01-2006 00:00,-2.2665,-4.4,-4.57,-4.24,-2.72,15.67,39.2,36.88,24.42,30.05,17.68,18.632,20.156,0,0,C,C,B,B,,A,B,A,A,A,16.6,3,Equity: Small Cap,178.0364,0,5000,500,500,41.7899,38.4625,37.1719,22.2546,21.8838,,20.1904,1.73
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Flexi Cap Fund,-1.58128,c3050555e0c526a80afa925b54acf0d3,Baroda BNP Paribas Flexi Cap Fund Reg (G),05c5b31cfea006f8a1ef970d117fd998,05c5b31cfea006f8a1ef970d117fd998,1393,16-08-2022 00:00,-1.5813,-4.08,-4.15,-0.81,2.02,14.46,39.14,26.84,0,0,0,0,0,0,0,B,B,B,B,,C,C,B,B,A,23.9,0,Equity: Flexi Cap,15.8276,0,5000,1000,500,44.1411,,,,,,35.7349,2.15
DSP Mutual Fund,DSP Focus Fund,-1.28506,a3b3bd5083e3fbebb15d5df2b13d9132,DSP Focus Fund Reg Fund (G),35f718984ef46c063ea37356dd2b4969,35f718984ef46c063ea37356dd2b4969,2667,10-06-2010 00:00,-1.285,-3.98,-3.63,-2.07,3.67,19.94,39.04,26.96,16.01,18.71,13.63,13.7591,0,0,0,C,B,A,A,,B,B,B,B,A,12.4,2,Equity: Focused,54.233,0,500,500,100,47.8676,30.0226,24.1733,16.3225,,,15.183,2.01
Bank Of India Mutual Fund,Bank of India Smallcap Fund,-2.88501,8525b6061127e521229a3adba4f483aa,Bank of India Smallcap Fund Reg (G),265b9095bc8c6e3be78faf7a916e11d2,265b9095bc8c6e3be78faf7a916e11d2,1422,19-12-2018 00:00,-2.8849,-5.66,-5.08,-3.63,0.44,21.04,39.03,31.67,22.37,37.3,0,0,0,0,0,B,B,A,B,,A,A,B,A,A,30.58,4,Equity: Small Cap,47.8,0,5000,100,1000,52.2995,37.162,38.342,,,,36.6125,2.08
HDFC Mutual Fund,HDFC Multi Cap Fund,-1.7654,6dbdab5dc463f32302133a8530e93be8,HDFC Multi Cap Fund Reg (G),0471e1c4e49a22447962a391e80ed56a,0471e1c4e49a22447962a391e80ed56a,17186,07-12-2021 00:00,-1.7654,-4.4,-4.29,-2.29,0.42,14.94,39.02,33.42,0,0,0,0,0,0,0,B,B,A,A,,A,A,A,A,A,25.59,0,Equity: Multi Cap,19.086,0,100,100,100,44.2929,,,,,,37.1049,1.66
Sundaram Mutual Fund,SUNDARAM DIVIDEND YIELD FUND,-1.60058,3022609cd1ed0e3b1be70e3e583711be,SUNDARAM DIVIDEND YIELD FUND REG (G),10be12b7a8c925ffec0411c94bd098d8,10be12b7a8c925ffec0411c94bd098d8,987,15-10-2004 00:00,-1.6006,-4.03,-2.83,-1.26,1.35,11.39,39,28.68,17.23,22.83,16.09,15.4794,14.4197,0,0,C,C,C,C,,C,C,B,A,A,14.14,0,Equity: Dividend Yield,140.6475,0,0,0,500,39.1366,29.3136,26.4072,18.897,16.5602,14.9507,14.9507,2.25
ITI Mutual Fund,ITI Focused Equity Fund,-1.8909,da7f4acd3d1cd5ce3b5f45b8d55a82b4,ITI Focused Equity Fund Reg (G),285b3d080e12ac47263373a43d20399f,285b3d080e12ac47263373a43d20399f,498,19-06-2023 00:00,-1.8909,-4.78,-4.92,-1.65,-0.9,13.45,38.99,0,0,0,0,0,0,0,0,C,D,C,B,,D,C,B,B,A,34.07,0,Equity: Focused,14.6575,0,5000,500,500,44.382,,,,,,43.3218,2.34
Axis Mutual Fund,Axis Innovation Fund,-1.58646,7cdb5f69ae187711b819459dd73f1643,Axis Innovation Fund Reg (G),de401ae4a5e59393ea242d6b6ddb2318,de401ae4a5e59393ea242d6b6ddb2318,1279,24-12-2020 00:00,-1.5865,-3.17,-3.82,1.25,3.33,16.24,38.98,24.65,11.67,0,0,0,0,0,0,A,B,B,B,,B,B,A,A,A,17.81,0,Equity: Thematic,18.61,0,500,100,100,49.6876,26.207,,,,,22.6343,2.23
Quant Mutual Fund,Quant BFSI Fund,-2.15078,02514df5fd9d71c82515711426f4a182,Quant BFSI Fund Reg (G),1c94fc6f3bd4fc3703a428e823493d7e,1c94fc6f3bd4fc3703a428e823493d7e,655,20-06-2023 00:00,-2.1507,-6.48,-5.78,-5.14,-4.86,3.6,38.93,0,0,0,0,0,0,0,0,C,C,C,B,,B,B,A,A,A,46.66,0,Equity: Sectoral,16.46,0,5000,1000,1000,34.759,,,,,,42.1636,2.31
DSP Mutual Fund,DSP Top 100 Equity Fund,-1.01107,5ff2d6093394a68b7b8424ab70e15dcd,DSP Top 100 Equity Fund Reg (G),fddabc6ee3adc9cc0892557463e69012,fddabc6ee3adc9cc0892557463e69012,4457,10-03-2003 00:00,-1.0111,-3.17,-3.07,-0.16,4.67,16.79,38.9,27.43,15.32,17.89,13.09,12.4003,11.9367,16.16,0,A,A,A,A,,A,B,A,A,A,19.72,3,Equity: Large Cap,464.464,0,500,500,100,44.8899,28.4149,23.2795,15.5197,13.7621,14.0301,15.3479,1.93
Canara Robeco Mutual Fund,Canara Robeco Multi Cap Fund,-1.65517,ce0fe0ef311b3f17ad6c9ae4f1ac07e8,Canara Robeco Multi Cap Fund Reg (G),5c5ff7fc326e38176ba588101277aac1,5c5ff7fc326e38176ba588101277aac1,3486,28-07-2023 00:00,-1.6552,-4.17,-4.23,-1.31,2.15,17.46,38.85,0,0,0,0,0,0,0,0,A,A,A,A,,A,A,A,A,A,34.5,0,Equity: Multi Cap,14.26,0,5000,1000,1000,45.7413,,,,,,43.8304,1.88
Canara Robeco Mutual Fund,Canara Robeco Emerging equities,-1.48561,93a8ebb29860db50650bff7d90855fcb,Canara Robeco Emerging equities Reg (G),85e7c6d7f9b64a214d57e9fe9e578c9f,85e7c6d7f9b64a214d57e9fe9e578c9f,25039,11-03-2005 00:00,-1.4856,-4.03,-4.46,-0.59,1.65,17.08,38.83,24.56,14.93,23.33,16.06,18.009,19.8912,0,0,A,B,A,B,,C,B,A,A,B,17.93,2,Equity: Large & Mid Cap,252.65,0,5000,1000,1000,47.684,28.042,25.9367,19.2788,20.588,,19.3078,1.6
Axis Mutual Fund,Axis Nifty Midcap 50 Index Fund,-1.54983,9a098eada6e7f74f01bfcfaadcd28efc,Axis Nifty Midcap 50 Index Fund Reg (G),1245ae0dd78f5fcef111aa4e95a91712,1245ae0dd78f5fcef111aa4e95a91712,405,28-03-2022 00:00,-1.5497,-4.44,-3.85,-1.81,0.08,14.98,38.76,36.19,0,0,0,0,0,0,0,C,C,B,B,,B,B,A,A,A,29.42,0,Equity: Index,19.184,0,500,100,100,44.6056,,,,,,41.8169,1
Franklin Templeton Mutual Fund,Franklin India ELSS Tax Saver Fund,-1.29442,06e37427710d20975a02d216505c9291,Franklin India ELSS Tax Saver Fund (G),303dcb5cae8597a249a8ade308bfa8fc,303dcb5cae8597a249a8ade308bfa8fc,7143,10-04-1999 00:00,-1.2944,-4.11,-4.76,-0.93,2.51,14.62,38.74,29.29,19.24,22.15,15.77,15.1783,15.7891,17.7579,20.3399,,A,A,A,,A,A,A,A,A,21.76,4,Equity: ELSS,1472.4364,0,500,500,500,44.0073,31.3275,28.4411,18.2798,17.0772,16.5714,19.2188,1.8
JM Financial Mutual Fund,JM Focused Fund,-1.63636,ca466abe3275f288d59b21e8e99ee477,JM Focused Fund (G),15d337c2065e2da11c812f4304ebb07a,15d337c2065e2da11c812f4304ebb07a,165,05-03-2008 00:00,-1.6364,-3.45,-3.17,-2.15,0.89,12.9,38.7,31.92,19.27,18.03,12.91,14.8496,10.2737,0,0,D,C,C,B,,A,C,A,B,A,4.85,4,Equity: Focused,20.528,0,1000,100,100,40.5537,32.2556,26.1356,17.2492,15.252,,14.213,2.41
Bandhan Mutual Fund,Bandhan Large Cap Fund,-1.1798,668afa334ea8b9f3f2f595d1c425e329,Bandhan Large Cap Fund Reg (G),d8154a3050dc4a884d6a9018bcaf09e5,d8154a3050dc4a884d6a9018bcaf09e5,1575,09-06-2006 00:00,-1.1797,-3.96,-4.66,-0.88,2.63,14.07,38.54,25.01,14.98,19.47,14.11,12.8109,11.8773,0,0,B,A,A,B,,A,A,A,A,A,11.74,3,Equity: Large Cap,76.557,0,1000,100,100,44.5151,27.0997,23.4881,16.4864,14.2903,,13.2859,2.08
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Pure Value Fund,-2.37663,8ad337231827f2104c71cd978363ce77,Aditya Birla SL Pure Value Fund Reg (G),493f3b0e17686d6490529610d977738b,493f3b0e17686d6490529610d977738b,6732,27-03-2008 00:00,-2.3765,-4.19,-2.54,-1.37,2.54,12.78,38.52,34.3,20.24,24.36,11.47,14.6897,16.4149,0,0,B,B,C,B,,B,B,B,A,A,16.79,1,Equity: Value,130.3437,0,1000,100,100,42.5331,34.8862,30.5327,17.6606,17.7126,,18.0756,1.85
DSP Mutual Fund,DSP Global Innovation Fund of Fund,0,d9b68b4ae1979a40ecc11a003e3d5e75,DSP Global Innovation Fund of Fund Reg (G),3c6aa69c4d3a698123559f7b1bf15ea2,3c6aa69c4d3a698123559f7b1bf15ea2,838,14-02-2022 00:00,0,1.28,6.47,12.45,2.01,10.64,38.44,35.32,0,0,0,0,0,0,0,A,B,B,A,,C,B,B,A,A,15.22,0,Equity: Global,14.6504,0,500,500,100,33.0757,,,,,,26.8863,2.05
Edelweiss Mutual Fund,Edelweiss Focused Fund,-1.36691,952289e0131b442112675b3c4eca8887,Edelweiss Focused Fund Reg (G),8c5d0f90ba007b48da3e959c40a76b93,8c5d0f90ba007b48da3e959c40a76b93,912,29-07-2022 00:00,-1.3669,-4.47,-5.22,-1.59,0.18,15.06,38.4,27.09,0,0,0,0,0,0,0,C,C,B,B,,D,C,B,B,A,25.57,0,Equity: Focused,16.452,0,100,500,100,46.2887,,,,,,36.6655,2.24
Union Mutual Fund,Union MidCap Fund,-1.62174,2a91b8b9a48995195f99c2bcb15a9b4d,Union MidCap Fund Reg (G),938be9617f6d61310c5c3a2327c6d704,938be9617f6d61310c5c3a2327c6d704,1407,23-03-2020 00:00,-1.6217,-4.6,-5.33,-2.16,-0.02,16.57,38.36,26.14,18.06,0,0,0,0,0,0,C,C,B,C,,B,C,B,B,A,39.78,2,Equity: Mid Cap,46.71,0,1000,500,500,47.0865,31.8586,,,,,32.6878,2.08
HDFC Mutual Fund,HDFC Large And Mid Cap Fund,-1.54216,a3361a3ea5567634c6d0d345f0e19b3b,HDFC Large And Mid Cap Fund Reg (G),ae12b09ec9d6bb544c31fe29829eac07,ae12b09ec9d6bb544c31fe29829eac07,23712,18-02-1994 00:00,-1.5422,-4.52,-4.28,-2.28,1.18,13.94,38.28,31.35,21.35,25.91,18.24,14.956,12.9245,14.8665,13.6133,D,C,C,B,,A,A,B,B,A,13.1,4,Equity: Large & Mid Cap,337.096,0,100,100,100,43.4486,33.5867,31.5335,20.2177,16.3182,14.481,15.0806,1.67
Franklin Templeton Mutual Fund,Templeton India Value Fund,-1.41221,a3a9a96e154830b594d7dfd905cfb6b5,Templeton India Value Fund (G),86dbba77f4af330dc0cb4bc83ee7d816,86dbba77f4af330dc0cb4bc83ee7d816,2279,02-09-1996 00:00,-1.4121,-3.96,-3.14,-2.25,-0.46,12.6,38.21,30.55,22.48,26.98,15.78,15.6663,14.4741,17.0744,18.1727,C,C,C,B,,A,A,B,B,A,17.04,4,Equity: Value,735.2158,0,5000,500,500,39.8666,32.4495,32.3572,19.9911,17.1042,16.3037,17.9987,2.03
Edelweiss Mutual Fund,Edelweiss Small Cap Fund,-2.58812,832e77c581478b02fde12392c145363f,Edelweiss Small Cap Fund (G),37fa93306a5bf07208a30442f7c5288e,37fa93306a5bf07208a30442f7c5288e,4141,07-02-2019 00:00,-2.588,-4.19,-4.35,-2,1.68,17.78,38.01,31.36,22.52,33.55,0,0,0,0,0,A,A,B,B,,A,A,B,A,A,29.7,3,Equity: Small Cap,44.3,0,100,100,100,45.5135,34.7312,36.1635,,,,34.5441,1.85
Canara Robeco Mutual Fund,Canara Robeco Value Fund,-1.54502,538e82f94d3d6a5624b27cf0994a1211,Canara Robeco Value Fund Reg (G),23b7bd5da51276852c80a5473191bc0a,23b7bd5da51276852c80a5473191bc0a,1309,03-09-2021 00:00,-1.5449,-4.5,-4.79,-1.7,2.1,14,38.01,29.1,21.77,0,0,0,0,0,0,B,B,B,C,,A,C,B,B,A,22,0,Equity: Value,18.48,0,0,0,1000,43.1157,31.9207,,,,,31.4168,2.11
UTI Mutual Fund,UTI S&P BSE Housing Index Fund,-1.5841,dd457c63251da90e32d0c8bc171b882b,UTI S&P BSE Housing Index Fund Reg (G),22abb5734ff6f5c08da843157b5229c2,22abb5734ff6f5c08da843157b5229c2,29,07-06-2023 00:00,-1.584,-5.18,-4.8,-1.08,-4.38,14.04,37.95,0,0,0,0,0,0,0,0,C,D,B,B,,B,B,A,A,A,36.88,0,Equity: Index,15.215,0,1000,500,500,42.9794,,,,,,43.0846,1.02
Franklin Templeton Mutual Fund,Franklin India Feeder Franklin US Opp,-0.950217,41b4d91841114724f77f22436864cd11,Franklin India Feeder Franklin US Opp (G),2dbba22aff13dc55fcce2177857118d4,2dbba22aff13dc55fcce2177857118d4,3520,06-02-2012 00:00,-0.9502,-0.54,0.21,7.08,0.9,8.51,37.94,29.29,6.1,17,16.41,14.8376,0,0,0,B,B,B,A,,B,A,A,A,A,16.45,0,Equity: Global,69.5379,0,5000,500,500,34.6323,21.3952,15.5096,15.5799,,,15.6145,1.53
Axis Mutual Fund,Axis Growth Opportunities Fund,-1.28323,2d467cc72d981aafac509172458df51e,Axis Growth Opportunities Fund Reg (G),f80821db9bb00dd226636ecf19de21dd,f80821db9bb00dd226636ecf19de21dd,14161,22-10-2018 00:00,-1.2831,-3.78,-3.78,0.09,2.28,14.53,37.9,26.65,14.72,23.86,0,0,0,0,0,A,A,B,B,,C,A,C,C,B,21.5,3,Equity: Large & Mid Cap,32.31,0,500,100,100,45.969,28.9531,26.7527,,,,25.3814,1.68
Tata Mutual Fund,Tata Resources & Energy Fund,-2.7511,ecb3225e3e03e017b6bf5cad1f81aa1a,Tata Resources & Energy Fund Reg Plan (G),b13a413c968dde1bc00ea0ec2051e82c,b13a413c968dde1bc00ea0ec2051e82c,985,28-12-2015 00:00,-2.7511,-5.2,-1.67,-1.62,-0.92,11.07,37.81,26.18,14.79,26.51,16.58,0,0,0,0,C,D,C,B,,B,A,A,A,A,18.52,0,Equity: Thematic,44.4762,0,5000,150,100,40.4423,27.9473,27.7882,,,,21.3505,2.25
Nippon India Mutual Fund,Nippon India Tax Saver (ELSS) Fund,-1.78414,8a4b4cb2bf893bbb366736bfe6dae775,Nippon India ELSS Tax Saver Fund (G),3f173a1d597e52ac698a8da18d0ab68d,3f173a1d597e52ac698a8da18d0ab68d,16465,21-09-2005 00:00,-1.7841,-4.55,-4.98,-1.63,0.03,14.1,37.8,27.7,18.03,21.42,11.09,11.9497,14.6562,0,0,,D,A,A,,A,A,B,A,A,14.31,2,Equity: ELSS,127.8853,0,500,500,500,43.0474,30.0277,27.3778,15.8322,15.5647,,15.0249,1.68
HSBC Mutual Fund,HSBC Small Cap Fund,-2.43975,78f29c4c97170902082a98ba13e14b3c,HSBC Small Cap Fund Reg (G),1fbd071189a9b37c08a2b833a8bef5aa,1fbd071189a9b37c08a2b833a8bef5aa,16983,12-05-2014 00:00,-2.4398,-4.34,-4.33,-2.51,-1,17.48,37.8,34.12,24.15,31.4,18.93,21.079,14.4757,0,0,B,C,B,B,,A,A,A,A,A,14.92,3,Equity: Small Cap,85.5778,0,0,0,500,45.6162,36.95,38.1648,24.3993,19.6387,,16.4477,1.68
Invesco Mutual Fund,Invesco India Aggressive Hybrid Fund,-1.18423,7b3d69602e3282337c77d224777dfa91,Invesco India Aggressive Hybrid Fund (G),df3730f28c0dc908cb4a52678262ec05,df3730f28c0dc908cb4a52678262ec05,522,30-06-2018 00:00,-1.1841,-2.93,-3.73,0.73,3.32,15.8,37.74,24.36,14.95,16.34,0,0,0,0,0,A,A,A,A,,A,A,B,A,A,13.5,3,Hybrid: Aggressive,22.2876,0,1000,500,500,42.982,26.4011,21.1836,,,,18.5504,2.41
Nippon India Mutual Fund,Nippon India Nifty 50 Value 20 Index Fund,-0.66098,659ecae2864e8ae1a6f5df2cec82f328,Nippon India Nifty 50 Value 20 Index Fund Reg (G),e416aea9bb16111b76964ecd500a1f5b,e416aea9bb16111b76964ecd500a1f5b,846,19-02-2021 00:00,-0.661,-1.86,-1.52,0.79,5.97,16.15,37.72,28.51,16.81,0,0,0,0,0,0,A,A,A,B,,A,B,A,A,A,21.3,1,Equity: Index,20.169,0,5000,500,100,39.9959,27.1538,,,,,24.9942,0.76
Kotak Mutual Fund,Kotak Equity Opportunities Fund,-1.90708,63b930c887997113d8ceebd6b97be322,Kotak Equity Opportunities Fund (G),2e3c37b5ac05292bda47bcd8e3b8d4aa,2e3c37b5ac05292bda47bcd8e3b8d4aa,25293,09-09-2004 00:00,-1.9071,-4.42,-3.56,-1.19,-0.59,14.41,37.69,28.69,19.68,23.95,16.95,16.9725,15.3512,18.9576,0,B,C,B,B,,A,A,A,A,A,19.11,4,Equity: Large & Mid Cap,337.061,0,100,100,100,44.1929,31.3203,27.9756,19.7334,17.9007,17.0881,17.1902,1.59
Franklin Templeton Mutual Fund,Franklin India Flexi Cap Fund,-1.28396,3738171c030e4ad244ff6f78e82299b4,Franklin India Flexi Cap Fund (G),c1441580f58d55c4a687da437052fa10,c1441580f58d55c4a687da437052fa10,17843,29-09-1994 00:00,-1.284,-4.1,-4.7,-1.06,2.36,14.27,37.67,28.67,18.74,24.28,16.48,15.8725,15.8661,18.498,18.691,B,B,B,B,,A,A,A,A,A,18.9,4,Equity: Flexi Cap,1621.035,0,5000,500,500,42.8889,30.7008,28.9362,18.9464,17.5612,17.1002,20.6489,1.72
Kotak Mutual Fund,Kotak S&P BSE Housing Index Fund,-1.58543,42bc9706ec273b22a6e3cfa19ae8609c,Kotak S&P BSE Housing Index Fund Reg (G),6fe907a78df232a9ba8e002b2dd96d94,6fe907a78df232a9ba8e002b2dd96d94,18,28-08-2023 00:00,-1.5853,-5.2,-4.8,-1.2,-4.5,13.85,37.55,0,0,0,0,0,0,0,0,C,D,C,B,,B,B,A,A,A,34.57,0,Equity: Thematic,14.153,0,100,100,100,42.6079,,,,,,42.3669,0.72
Taurus Mutual Fund,Taurus Ethical,-1.49546,836973d232c8056bf60fb8897a03d370,Taurus Ethical Fund (G),5e7f9dd666fa255b97c1ad8c8a43c616,5e7f9dd666fa255b97c1ad8c8a43c616,240,06-04-2009 00:00,-1.4955,-3.78,-2.19,-2.23,3.01,13.5,37.53,25.4,15.47,21.92,16.93,14.0007,14.5454,0,0,D,B,C,B,,B,A,A,A,A,18.28,0,Equity: Thematic,135.69,0,500,500,500,43.6074,29.0916,25.1561,17.7601,15.9812,,16.0458,2.45
Mirae Asset Mutual Fund,Mirae Asset Global X Artificial Intelligence & Technology E T F FoF,-0.448261,cd0d831f36685a85a17581f51c12be4e,Mirae Asset Global X Artificial Intelligence & Technology E T F FoF Reg (G),fa384951a3916e5c34f0335b4bfd46f3,fa384951a3916e5c34f0335b4bfd46f3,312,07-09-2022 00:00,-0.4483,0.81,4.72,12.11,2.01,10.95,37.49,40.01,0,0,0,0,0,0,0,A,B,B,A,,C,B,B,A,A,34.09,0,Equity: Global,18.433,0,5000,99,99,34.8533,,,,,,35.3371,0.4
Invesco Mutual Fund,Invesco India Largecap Fund,-1.40173,43d445193bf84b433d9f58f4deaf5842,Invesco India Largecap Fund (G),d45842c71a0d6e716b8611b2a5abe067,d45842c71a0d6e716b8611b2a5abe067,1238,21-08-2009 00:00,-1.4016,-4.16,-4.71,-1.34,1.64,13.68,37.45,25.72,14.94,19.77,14.95,13.9781,13.1288,0,0,C,B,B,B,,B,A,A,A,A,13.47,4,Equity: Large Cap,68.23,0,1000,500,100,43.2479,27.2825,24.0808,16.8293,15.3125,,15.2604,2.1
Bandhan Mutual Fund,Bandhan Nifty100 Low Volatility 30 Index Fund,-0.563616,84b87a030b5a469a6f98cef7e3325c94,Bandhan Nifty100 Low Volatility 30 Index Fund Reg (G),be2666c6df5f6f53bd46e154db03241d,be2666c6df5f6f53bd46e154db03241d,980,06-10-2022 00:00,-0.5636,-3.77,-3.99,-0.23,6.64,13.79,37.44,25.9,0,0,0,0,0,0,0,B,A,B,B,,B,B,A,A,A,24.92,0,Equity: Index,15.8254,0,1000,100,100,42.274,,,,,,34.1068,1.03
Edelweiss Mutual Fund,Edelweiss US Technology Equity Fund of Fund,0.379604,4452ea9db395859b838ea9bbd93a89a7,Edelweiss US Technology Equity Fund of Fund Reg (G),2af04f9d4f01c82d14973bb24a2fbd46,2af04f9d4f01c82d14973bb24a2fbd46,2181,05-03-2020 00:00,0.3796,0.21,2.33,8.58,-3.65,4.28,37.37,34.61,6.9,0,0,0,0,0,0,A,D,C,A,,B,B,B,A,A,20.21,0,Equity: Global,23.5345,0,100,100,100,26.842,22.7504,,,,,16.9583,2.32
JM Financial Mutual Fund,JM Large Cap Fund,-1.55005,8ccaa979eda7a565238282fcd3afd1f6,JM Large Cap Fund (G),90bb47b6731acaaad81e4db12934c093,90bb47b6731acaaad81e4db12934c093,393,01-04-1995 00:00,-1.55,-4.24,-3.92,-2.45,-1.56,10.06,37.37,27.51,17.39,19.48,14.38,12.5003,10.524,12.2845,10.8764,C,C,B,B,,A,A,A,A,A,10.85,5,Equity: Large Cap,160.2969,0,1000,100,100,37.362,28.7392,24.2653,16.2189,14.0272,12.0542,13.3243,2.41
Kotak Mutual Fund,Kotak Business Cycle Fund,-1.85843,29926897271b06893ffc65e9b02de479,Kotak Business Cycle Fund Reg (G),7ebc18a866d59f26106d4885590c6a14,7ebc18a866d59f26106d4885590c6a14,2715,28-09-2022 00:00,-1.8584,-4.47,-4.75,-0.84,3.87,19.6,37.35,25.04,0,0,0,0,0,0,0,C,B,A,B,,B,B,A,A,A,24.29,0,Equity: Thematic,15.737,0,100,100,100,51.0834,,,,,,37.1631,1.93
Invesco Mutual Fund,Invesco India ELSS Tax Saver Fund,-1.9012,9d0b690662a533a68aa44a5da66b584e,Invesco India ELSS Tax Saver Fund (G),493c6c3e7a6d58d14fbcb60b100aad0a,493c6c3e7a6d58d14fbcb60b100aad0a,2991,29-12-2006 00:00,-1.9012,-4.5,-5.02,-1.69,1.61,15.49,37.34,27.47,14.2,20.56,15.75,15.1244,15.7679,0,0,,C,A,A,,B,A,A,A,A,15.32,2,Equity: ELSS,125.9,0,500,500,500,45.4827,28.7704,24.6448,17.7058,17.1205,,16.8805,1.9
HDFC Mutual Fund,HDFC Dividend Yield Fund,-1.68284,11d45d0d632eb1cf774d79b5cb01a129,HDFC Dividend Yield Fund Reg (G),baac18d976cf23e21e110f19d005ac81,baac18d976cf23e21e110f19d005ac81,6203,18-12-2020 00:00,-1.6827,-4.27,-3.79,-1.95,1.08,13.24,37.22,31.09,21.14,0,0,0,0,0,0,C,C,C,C,,B,C,C,B,A,27.93,0,Equity: Dividend Yield,25.531,0,100,100,100,41.8041,32.7943,,,,,30.7325,1.8
Axis Mutual Fund,Axis Retirement Savings Fund Dynamic Plan,-1.34529,3cbc136b6f46d03393c4e39adfcae0de,Axis Retirement Savings Fund Dynamic Plan (G),aadb7f2545c0ec3f66b8aee85276f925,aadb7f2545c0ec3f66b8aee85276f925,394,20-12-2019 00:00,-1.3452,-3.56,-3.08,-0.05,4.54,14.92,37.21,21.25,11.58,0,0,0,0,0,0,,A,A,A,,B,B,B,B,A,15.09,1,Hybrid: Multi-Asset,19.8,0,5000,100,1000,45.923,24.8254,,,,,19.7891,2.4
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL India Gen Next Fund,-1.03193,c5b5f9ba19a1de640186a66686587712,Aditya Birla SL India Gen Next Fund Reg (G),ecc8c6a15b88b932183ecf98e94d2698,ecc8c6a15b88b932183ecf98e94d2698,6011,05-08-2005 00:00,-1.0319,-4.08,-4.35,-0.15,7.35,20.59,37.1,24.2,16.91,21.53,16.72,17.7559,18.0502,0,0,B,A,A,B,,A,A,A,A,A,17.59,3,Equity: Thematic,223.46,0,1000,100,1000,50.6975,29.3689,26.1544,19.3105,18.8778,,17.9976,1.84
Mirae Asset Mutual Fund,Mirae Asset S&P 500 Top 50 E T F FoF,0.51713,c95afc8b81aa4820716e5ae70c96c7c7,Mirae Asset S&P 500 Top 50 E T F FoF (G),f47a892547c805009c668ed7a2ef1ee7,f47a892547c805009c668ed7a2ef1ee7,531,22-09-2021 00:00,0.5171,-0.01,1.34,3.29,-0.45,4.88,36.94,29.5,16.12,0,0,0,0,0,0,C,C,C,A,,A,B,B,A,A,15.25,0,Equity: Global,15.55,0,0,0,99,29.2626,23.5665,,,,,22.6658,0.49
ICICI Prudential Mutual Fund,ICICI Pru Gilt Fund,0.014387,ca525a43dd7cae7aeef79e374438a46d,ICICI Pru Gilt Fund (G),3946a21c0572479867b5ca54a73beebe,3946a21c0572479867b5ca54a73beebe,6390,19-08-1999 00:00,0.0144,-0.12,0.11,0.67,2.39,4.37,8.54,8.12,6.16,7.26,7.21,8.4882,7.8268,8.2707,9.4236,C,C,C,C,,A,A,A,A,A,9.44,5,Debt: Gilt Fund,96.6266,0,5000,1000,1000,9.1556,7.9117,7.0176,7.6269,8.0199,8.2677,8.411,1.09
ICICI Prudential Mutual Fund,ICICI Pru Global Advantage Fund,1.21775,5c08a64d0a4e0f5e940deaebd704f420,ICICI Pru Global Advantage Fund (G),7e32a80bb5316621f889ee549c7cd6ca,7e32a80bb5316621f889ee549c7cd6ca,323,07-10-2019 00:00,1.2177,2.63,11.82,13.58,15.18,22.66,32.98,23.05,7.11,11.02,0,0,0,0,0,A,A,A,B,,B,A,B,A,A,10.89,0,Equity: Global,16.8731,0,5000,100,100,40.7245,16.1465,10.6851,,,,10.6729,1.21
