fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
Mirae Asset Mutual Fund,Mirae Asset Multicap Fund,-2.47506,6d66821ded4a08e5a4f2cefbb3d78344,Mirae Asset Multicap Fund Reg (G),e907e1b94d7df52815851ffd0f8ef02c,e907e1b94d7df52815851ffd0f8ef02c,3473,21-08-2023 00:00,-2.475,-5.69,-3.66,-7.42,-2.81,8.4,26.62,0,0,0,0,0,0,0,0,B,B,B,B,,A,A,A,A,A,25.26,0,Equity: Multi Cap,13.2,0,5000,99,99,38.9902,,,,,,38.7631,1.88
HDFC Mutual Fund,HDFC Silver E T F FoF,1.97774,3aa4c3b8d73a4928b12707304fb15011,HDFC Silver E T F FoF Reg (G),f52a5d12eee39437e5c21c114f43c9a7,f52a5d12eee39437e5c21c114f43c9a7,139,28-10-2022 00:00,1.9777,-3.27,-8,-0.82,9.61,7.04,26.62,19.03,0,0,0,0,0,0,0,,C,A,B,,C,C,C,,B,22.93,0,Others: FoFs Domestic,15.2162,0,100,100,100,30.7515,,,,,,21.6171,0.6
Bandhan Mutual Fund,Bandhan Financial Services Fund,-2.17439,77e78cfc3af959f040ed7e2302ae644e,Bandhan Financial Services Fund Reg (G),6c929051d77e3b0cd252c4a378136826,6c929051d77e3b0cd252c4a378136826,976,28-07-2023 00:00,-2.1743,-4.72,-4.24,-5.13,2.67,10.7,26.61,0,0,0,0,0,0,0,0,B,A,A,B,,B,B,A,A,A,23.68,0,Equity: Sectoral,13.317,0,1000,100,100,40.326,,,,,,39.0923,2.22
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Retirement Fund 30s Plan,-1.47594,3a2894e0d7e60c38d0082c41aae31944,Aditya Birla SL Retirement Fund 30s Plan (G),45a3078e10ce85d3b0f149a095bd858c,45a3078e10ce85d3b0f149a095bd858c,423,11-03-2019 00:00,-1.4759,-4.89,-4.04,-6.32,-1.15,11.11,26.57,17.5,10.01,13.04,0,0,0,0,0,C,B,A,B,,C,B,A,A,A,11.52,1,Solution: Retirement Equity,18.691,0,500,500,500,41.5766,24.8742,19.6525,,,,18.2939,2.39
UTI Mutual Fund,UTI S&P BSE Housing Index Fund,-1.90582,dd457c63251da90e32d0c8bc171b882b,UTI S&P BSE Housing Index Fund Reg (G),22abb5734ff6f5c08da843157b5229c2,22abb5734ff6f5c08da843157b5229c2,27,07-06-2023 00:00,-1.9058,-5.95,-5.1,-9.42,-4.78,3.1,26.49,0,0,0,0,0,0,0,0,C,C,C,B,,B,B,A,A,A,27.13,0,Equity: Index,14.1236,0,1000,500,500,42.9794,,,,,,43.0846,1.02
DSP Mutual Fund,DSP Nifty Midcap 150 Quality 50 Index Fund,-2.26406,d5b137c016a7dffde1453d86986e4ab9,DSP Nifty Midcap 150 Quality 50 Index Fund Reg (G),31e93a8ea4fecba52a17bc7ab49feb0a,31e93a8ea4fecba52a17bc7ab49feb0a,329,04-08-2022 00:00,-2.2641,-4.72,-3.23,-7.62,-3.29,11.1,26.46,20.1,0,0,0,0,0,0,0,B,C,A,B,,B,B,A,A,A,16.37,0,Equity: Index,14.2283,0,500,500,100,43.03,,,,,,32.4959,1
ICICI Prudential Mutual Fund,ICICI Pru BSE 500 E T F FOF,-1.8847,d62905760571478296b46e0f343139e6,ICICI Pru BSE 500 E T F FOF Reg (G),b4166657f4e1354796ecb85797f14f60,b4166657f4e1354796ecb85797f14f60,128,02-12-2021 00:00,-1.8847,-4.6,-3.62,-7.29,-3.71,6.96,26.43,18.09,0,0,0,0,0,0,0,B,C,B,B,,B,B,A,A,A,14.28,0,Equity: Index,14.8316,0,1000,0.01,100,39.5078,,,,,,27.7573,0.59
Bank Of India Mutual Fund,Bank of India Mid & Small Cap Equity & Debt Fund,-2.15139,30e7e903b0a6fbb5a505b0d7e7efb328,Bank of India Mid & Small Cap Equity & Debt Fund Reg (G),c31bf1eb7147ad3d5704cf63add314db,c31bf1eb7147ad3d5704cf63add314db,1000,20-07-2016 00:00,-2.1514,-4.88,-1.66,-5.68,-3.54,8.96,26.34,27.07,16.04,25.45,15.18,0,0,0,0,B,B,A,A,,A,A,B,A,A,16.96,5,Hybrid: Aggressive,36.84,0,5000,1000,1000,52.2367,30.244,30.0308,,,,21.9118,2.27
Tata Mutual Fund,Tata Large Cap Fund,-1.32648,5cbf0cda7296c2c268f14581d3224c19,Tata Large Cap Fund Reg (G),2025b9b31afe9d3636a24923593c87a0,2025b9b31afe9d3636a24923593c87a0,2531,07-05-1998 00:00,-1.3265,-4.3,-3.38,-6.62,-3.87,5.84,26.34,17.62,11.25,16.06,12.7,11.9209,12.064,15.626,16.0406,B,B,B,B,,B,B,A,A,A,17.95,3,Equity: Large Cap,477.5834,0,5000,100,100,35.7189,24.7295,23.0817,16.0088,14.4617,14.3013,17.8494,2.04
Union Mutual Fund,Union Value Fund,-1.90546,f0cb61c27e3a3a544edcdc3bb5a4611d,Union Value Fund (G),05daed836bd02197f61083d8c29511b5,05daed836bd02197f61083d8c29511b5,298,05-12-2018 00:00,-1.9055,-5.34,-4.15,-6.79,-2.48,9.4,26.33,22.98,14.97,20.51,0,0,0,0,0,B,B,B,C,,C,B,B,B,A,17.82,2,Equity: Value,26.77,0,1000,500,500,36.7959,29.1052,27.0113,,,,24.7937,2.47
NJ Mutual Fund,NJ ELSS Tax Saver Scheme,-1.45128,15db50102c74572264e270a43b767f48,NJ ELSS Tax Saver Scheme Reg (G),fb6bc9a00cfdfc3f586c1ad791760df6,fb6bc9a00cfdfc3f586c1ad791760df6,267,16-06-2023 00:00,-1.4513,-5.5,-3.65,-9.35,-5.31,9.02,26.31,0,0,0,0,0,0,0,0,,,A,B,,D,D,C,B,A,28.53,0,Equity: ELSS,14.26,0,500,500,500,44.1817,,,,,,44.463,2.32
Kotak Mutual Fund,Kotak Silver E T F FoF,1.86499,6d03990ce7597b96204d8e985b2a0893,Kotak Silver E T F FoF Reg (G),0702f01be805dc7450c44199a6e782d4,0702f01be805dc7450c44199a6e782d4,37,05-04-2023 00:00,1.865,-3.33,-7.82,-0.56,10.58,6.63,26.28,0,0,0,0,0,0,0,0,,A,B,B,,C,C,C,,B,12.65,0,Others: FoFs Domestic,12.2075,0,100,100,100,29.7632,,,,,,20.7028,0.6
Taurus Mutual Fund,Taurus Flexi Cap Fund,-1.8658,74f45d784b106c3fb2a0a8c0fec9c3b9,Taurus Flexi Cap Fund (G),52d2f573d24d2c934808d6660315303b,52d2f573d24d2c934808d6660315303b,393,29-01-1994 00:00,-1.8658,-4.39,-3.25,-7.29,-4.23,6.57,26.25,19.66,12.48,14.82,10,9.4138,10.9452,14.627,0,C,D,D,C,,B,B,B,B,A,14.48,2,Equity: Flexi Cap,221.43,0,500,500,500,36.5997,26.8818,23.0272,14.251,12.7906,12.6062,15.7835,2.65
Kotak Mutual Fund,Kotak S&P BSE Housing Index Fund,-1.90441,42bc9706ec273b22a6e3cfa19ae8609c,Kotak S&P BSE Housing Index Fund Reg (G),6fe907a78df232a9ba8e002b2dd96d94,6fe907a78df232a9ba8e002b2dd96d94,19,28-08-2023 00:00,-1.9043,-5.97,-5.13,-9.45,-4.92,3.08,26.21,0,0,0,0,0,0,0,0,C,C,C,B,,B,A,A,A,A,23.93,0,Equity: Thematic,13.135,0,100,100,100,42.6079,,,,,,42.3669,0.72
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 500 Fund,-1.8629,1b28a1c29a09523bc3ac4945347d344e,Motilal Oswal Nifty 500 Fund Reg (G),e76a63302f8dac2fe25ee7676d38ce43,e76a63302f8dac2fe25ee7676d38ce43,2103,06-09-2019 00:00,-1.8629,-4.84,-3.85,-7.6,-3.53,6.89,26.18,18.04,11.95,17.67,0,0,0,0,0,B,B,B,B,,A,A,A,A,A,18.52,3,Equity: Multi Cap,24.3644,0,500,500,500,39.0992,26.4409,24.4534,,,,24.2024,0.88
Axis Mutual Fund,Axis ESG Integration Strategy Fund,-1.27298,ef66b1af6ab4fb04ebd48f9f34b2e3c6,Axis ESG Integration Strategy Fund Reg (G),6d187d033cf2fbb3552488b54e93ecba,6d187d033cf2fbb3552488b54e93ecba,1446,12-02-2020 00:00,-1.273,-3.32,-3.1,-7.92,-1.69,9.12,26.14,18.23,6.79,0,0,0,0,0,0,B,B,A,B,,B,A,A,A,A,16.59,0,Equity: Thematic,20.94,0,500,100,100,42.4155,23.6004,,,,,20.4257,2.19
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Small Cap Fund,-2.9994,1c21a6efd9d1b0e6eb11c11f32015b28,Baroda BNP Paribas Small Cap Fund Reg (G),3691d31b60facd37b2c08815266dfd41,3691d31b60facd37b2c08815266dfd41,1578,27-10-2023 00:00,-2.9994,-7.15,-3.77,-9.78,-5.23,8.26,26.11,0,0,0,0,0,0,0,0,C,C,C,B,,C,B,B,A,A,27.44,0,Equity: Small Cap,12.8713,0,5000,500,500,45.1909,,,,,,45.1909,2.06
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Aggressive Hybrid Fund,-1.31378,c9e991a626e36d0ce6f05c38e96bb181,Baroda BNP Paribas Aggressive Hybrid Fund Reg (G),9b78c186c5d77535ca55fe68e9ff2162,9b78c186c5d77535ca55fe68e9ff2162,1200,07-04-2017 00:00,-1.3138,-3.27,-2.6,-5.42,-0.75,7.82,26.1,18.52,12.26,15.97,13.93,0,0,0,0,B,A,B,A,,A,A,B,A,A,13.87,4,Hybrid: Aggressive,26.8992,0,5000,500,500,33.94,23.5058,20.6986,,,,17.8036,2.12
360 ONE Mutual Fund,360 One Focused Equity Fund,-1.36101,f9280990f2192b3f993db4d5f63062ef,360 One Focused Equity Fund (G),6e8c983be4eb397c395106d354953e53,6e8c983be4eb397c395106d354953e53,8177,30-10-2014 00:00,-1.361,-4.54,-3.5,-7.13,-4.66,7.09,26.09,20.85,12.79,20.89,17.34,15.864,0,0,0,B,D,C,C,,B,A,A,B,A,16.2,4,Equity: Focused,45.1952,0,1000,1000,1000,38.5136,27.9169,26.3873,20.3571,,,20.3571,1.79
HDFC Mutual Fund,HDFC Balanced Advantage Fund,-1.01326,904664d5231fb6ea1eefca954ba14f86,HDFC Balanced Advantage Fund (G),63eae9f5118d88fe7b18f526de0104ff,63eae9f5118d88fe7b18f526de0104ff,96536,01-02-1994 00:00,-1.0133,-2.62,-2.07,-3.53,-1.81,6.67,26.05,23.35,19.71,20.05,14.39,13.609,14.7532,17.6173,18.2535,C,D,B,A,,A,A,A,A,A,18.82,5,Hybrid: Balanced Advantage,492.363,0,100,100,100,28.7813,28.0755,26.611,18.3262,16.0392,15.7634,18.3702,1.35
Tata Mutual Fund,Tata Ethical Fund,-1.57844,b9be30879ce4101441eb874658534075,Tata Ethical Fund Reg (G),43b22cb95a4add6832f46b697d19618b,43b22cb95a4add6832f46b697d19618b,3330,24-05-1996 00:00,-1.5784,-4.14,-2.37,-7.36,-4.98,7.37,26.05,18.52,11.25,19.55,14.26,12.8331,14.1134,16.5638,0,B,C,B,B,,B,A,A,A,A,19.23,0,Equity: Thematic,395.4419,0,5000,100,100,39.1207,24.5525,24.1312,17.1896,16.0522,15.5121,17.405,1.91
DSP Mutual Fund,DSP Equity & Bond Fund,-1.17469,a80fcefba1eb5ddb76f29a3e29cbc884,DSP Equity & Bond Fund Reg (G),29a58c3ff5bf287d9b11a3989d965c61,29a58c3ff5bf287d9b11a3989d965c61,10610,27-05-1999 00:00,-1.1747,-3.1,-2.23,-4.46,1.42,12.8,26.04,20.09,11.3,15.85,12.88,12.807,12.6396,15.0936,14.47,A,A,A,A,,A,A,A,A,A,14.76,3,Hybrid: Aggressive,337.103,0,500,500,100,37.5446,23.708,20.4805,15.4559,14.5153,14.3396,15.7076,1.74
Sundaram Mutual Fund,Sundaram Focused Fund,-1.48489,dcd519ae94947d4931c31e7c7945f6cc,Sundaram Focused Fund Reg (G),a53ef90f7e20e5fbab2519625e11f390,a53ef90f7e20e5fbab2519625e11f390,1173,11-11-2005 00:00,-1.4849,-3.88,-3.15,-6.35,-2.27,8.56,26.03,17.99,10.8,18.57,14.5,13.1918,13.2307,0,0,B,B,C,C,,C,A,B,B,A,15.59,3,Equity: Focused,156.9788,0,0,0,100,38.0666,24.7249,23.311,17.4621,15.7689,,15.1915,2.23
Axis Mutual Fund,Axis Small Cap Fund,-2.10823,e5b81edcde82c3fb3042ff28046539de,Axis Small Cap Fund Reg (G),757b0790b91a975196c9a1b2ce55f6af,757b0790b91a975196c9a1b2ce55f6af,24766,29-11-2013 00:00,-2.1082,-5.56,-2.15,-7.22,0.07,14.11,26.03,25.84,17.87,26.37,20.55,18.9252,0,0,0,A,A,A,B,,B,B,A,A,A,23.45,3,Equity: Small Cap,100.76,0,500,100,100,44.3431,31.5818,32.0678,23.6198,,,23.6493,1.61
Groww Mutual Fund,Groww Nifty Total Market Index Fund,-1.91085,b67c4395cf76475abbfa207bc17cf115,Groww Nifty Total Market Index Fund Reg (G),01a04bd5a33b6aea83f6c6ea5b043ffb,01a04bd5a33b6aea83f6c6ea5b043ffb,241,23-10-2023 00:00,-1.9109,-4.96,-3.8,-7.66,-3.54,7.16,26.02,0,0,0,0,0,0,0,0,B,C,B,B,,B,B,A,A,A,28.56,0,Equity: Index,12.9615,0,100,100,100,40.6129,,,,,,40.6129,1
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Silver E T F FOF,1.71899,92841ff24f475c8762f9a8e528ba3cbf,Aditya Birla SL Silver E T F FOF Reg (G),ee792e097219d7b3fb66f1a7761d1eea,ee792e097219d7b3fb66f1a7761d1eea,165,02-02-2022 00:00,1.7189,-3.49,-8.52,-0.93,9.7,6.55,25.89,18.48,0,0,0,0,0,0,0,,B,C,B,,C,C,C,,B,13.07,0,Others: FoFs Domestic,14.1662,0,100,100,100,30.538,,,,,,18.7246,0.66
Bank Of India Mutual Fund,Bank of India Bluechip Fund,-1.71429,9bd48fb89d6a27d3d24db4509f60eb77,Bank of India Bluechip Fund Reg (G),bf5d4b20ad0f861cfcc982bac2422a06,bf5d4b20ad0f861cfcc982bac2422a06,199,29-06-2021 00:00,-1.7143,-5.09,-3.79,-6.8,-4.33,2.93,25.85,19.09,10.39,0,0,0,0,0,0,B,B,C,B,,B,B,B,A,A,13.81,2,Equity: Large Cap,15.48,0,5000,1000,1000,33.2467,25.9366,,,,,24.0468,2.48
ICICI Prudential Mutual Fund,ICICI Pru Nifty 100 Low Vol 30 E T F FOF,-0.901956,adb59ed8704955d401ea6885c81d08ab,ICICI Pru Nifty 100 Low Vol 30 E T F FOF Reg (G),e55a06d2f2c742e0b1818d1f0f08cb0a,e55a06d2f2c742e0b1818d1f0f08cb0a,1415,12-04-2021 00:00,-0.902,-3.65,-3.64,-7.82,-3.47,6.99,25.85,19.89,12.63,0,0,0,0,0,0,B,C,B,B,,A,B,A,A,A,16.25,3,Equity: Index,17.1727,0,1000,100,100,43.6594,27.7286,,,,,25.2519,0.54
Union Mutual Fund,Union Multicap Fund,-2.07523,2ec91dd3c1b2303d5f7b01d6498ae4e7,Union Multicap Fund Reg (G),7205071e4039ad6320f1f8eb363871c5,7205071e4039ad6320f1f8eb363871c5,1111,19-12-2022 00:00,-2.0752,-5.39,-3.64,-7.48,-2.01,10.62,25.83,0,0,0,0,0,0,0,0,B,B,A,B,,A,A,A,A,A,24.16,0,Equity: Multi Cap,15.1,0,1000,500,500,42.4108,,,,,,40.0918,2.19
Axis Mutual Fund,Axis Balanced Advantage Fund,-1.08911,87ae3d99efc3c249718b629fe68870d5,Axis Balanced Advantage Fund Reg (G),17d502e6f3e38383c01d352db5cbfa5a,17d502e6f3e38383c01d352db5cbfa5a,2577,01-08-2017 00:00,-1.089,-2.3,-1.48,-3.1,1.37,10.88,25.82,17.27,11.03,12.14,10.09,0,0,0,0,B,A,A,A,,A,A,B,A,A,9.96,3,Hybrid: Balanced Advantage,19.98,0,500,100,100,32.3099,20.7753,16.8048,,,,13.8016,2.01
HSBC Mutual Fund,HSBC Aggressive Hybrid Fund,-2.02346,7bffcdb8675407a01ea34b907abcfa84,HSBC Aggressive Hybrid Fund Reg (G),b72d52dd696c01b3c7e259ddf22602d5,b72d52dd696c01b3c7e259ddf22602d5,5849,07-02-2011 00:00,-2.0234,-4.2,-2.29,-7.2,-2.57,8.5,25.79,19.38,11.22,14.59,10.74,11.6486,0,0,0,B,B,A,A,,A,A,A,A,A,12.76,3,Hybrid: Aggressive,52.6861,0,0,0,500,33.9432,23.3438,19.9426,14.0353,,,14.4022,1.85
Edelweiss Mutual Fund,Edelweiss Nifty 100 Quality 30 Index Fund,-1.03102,faf963a731f77f85719f424e820d7292,Edelweiss Nifty 100 Quality 30 Index Fund Reg (G),e7ce81ec537ea1e4c022b94530228e89,e7ce81ec537ea1e4c022b94530228e89,94,25-05-2016 00:00,-1.0309,-4.13,-3.76,-9.07,-4.6,6.97,25.78,18.95,12.3,-45.31,-33.59,0,0,0,0,C,C,B,B,,A,D,A,A,A,-27.37,0,Equity: Index,14.0531,0,100,0,100,44.2582,25.2844,-4.7417,,,,-14.4852,0.9
ICICI Prudential Mutual Fund,ICICI Pru Global Advantage Fund,-0.248155,5c08a64d0a4e0f5e940deaebd704f420,ICICI Pru Global Advantage Fund (G),7e32a80bb5316621f889ee549c7cd6ca,7e32a80bb5316621f889ee549c7cd6ca,350,07-10-2019 00:00,-0.2482,-0.51,1.39,-2.65,9.85,6.03,25.74,18.12,3.9,8.07,0,0,0,0,0,C,B,C,B,,B,B,B,A,A,9.31,0,Equity: Global,15.8378,0,5000,100,100,40.7245,16.1465,10.6851,,,,10.6729,1.3
UTI Mutual Fund,UTI Silver E T F FoF,1.85448,46a820e779cbf3024d7e80dc2eb50977,UTI Silver E T F FoF Reg (G),7248d06ad69b27f9e8d108fc219e5237,7248d06ad69b27f9e8d108fc219e5237,33,21-04-2023 00:00,1.8545,-3.38,-7.73,-0.79,8.68,5.93,25.73,0,0,0,0,0,0,0,0,,C,C,B,,C,C,C,,B,11.03,0,Others: FoFs Domestic,11.7811,0,5000,500,500,29.942,,,,,,22.0154,0.5
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL ELSS Tax Saver Fund (ELSS U/S 80C of IT ACT),-1.77886,a7bcbb98178e762c45baa05e0da5b5bb,Aditya Birla SL ELSS Tax Saver Fund (ELSS U/S 80C of IT ACT) Reg (G),3138dfadd27ecf7289060def94e3a220,3138dfadd27ecf7289060def94e3a220,17102,29-03-1996 00:00,-1.7789,-4.64,-3.97,-7.55,-2.85,8.02,25.69,16.63,8.59,12.34,9.27,11.5154,11.9109,0,0,,,A,B,,B,B,B,A,A,10.91,1,Equity: ELSS,56.32,0,500,500,500,41.7703,24.3412,19.0809,13.7028,14.272,,14.4301,1.67
Edelweiss Mutual Fund,Edelweiss Aggressive Hybrid Fund,-1.19701,0424c0bbcec3d04bb3eb6df18af1180b,Edelweiss Aggressive Hybrid Fund (G),7215d6dcb1beac1ceb5c2879f5eba408,7215d6dcb1beac1ceb5c2879f5eba408,2077,12-08-2009 00:00,-1.197,-3.27,-2.72,-5.73,-1.34,9.05,25.67,20.49,15.04,17.76,14.03,12.235,11.7527,0,0,B,B,A,A,,A,A,A,A,A,12.15,5,Hybrid: Aggressive,59.43,0,100,100,100,37.395,26.4813,23.751,16.517,14.4913,,14.4325,1.98
HDFC Mutual Fund,HDFC BSE 500 Index Fund,-1.7876,4deb9320f06e8ae620784b818f41a1fb,HDFC BSE 500 Index Fund Reg (G),c05243be53f926b32aee31e158bf12d1,c05243be53f926b32aee31e158bf12d1,186,21-04-2023 00:00,-1.7875,-4.79,-3.84,-7.55,-3.72,6.51,25.66,0,0,0,0,0,0,0,0,B,C,B,B,,B,B,A,A,A,27.33,0,Equity: Index,14.6033,0,100,100,100,38.4365,,,,,,37.4935,0.89
HDFC Mutual Fund,HDFC Small Cap Fund,-2.6334,b7f53c2889a5301e7c39d56649a289ed,HDFC Small Cap Fund (G),7563d35a5d93a6e3dbfc17389dad050f,7563d35a5d93a6e3dbfc17389dad050f,33894,03-04-2008 00:00,-2.6334,-5.91,-1.3,-5.2,-0.59,11.7,25.64,30.86,21.09,28.33,18.07,18.5064,17.1734,0,0,A,A,B,B,,A,A,A,A,A,16.91,2,Equity: Small Cap,133.956,0,100,100,100,33.6853,33.3593,34.9688,22.8748,20.2827,,20.1847,1.57
Sundaram Mutual Fund,Sundaram Small Cap Fund,-2.72263,e3b5c8f4ccd6825cefa79f100590d2b9,Sundaram Small Cap Fund Reg (G),98766c42fae2aad2c5f6d3c5aae350f9,98766c42fae2aad2c5f6d3c5aae350f9,3581,15-02-2005 00:00,-2.7225,-6.44,-3.21,-7.79,-0.14,11.11,25.62,28.83,17.43,26.54,13.45,14.8903,14.9928,0,0,B,A,B,C,,B,B,B,A,A,17.66,2,Equity: Small Cap,248.3538,0,100,100,100,40.6973,33.2729,33.718,19.9904,18.9028,,17.8112,1.92
ITI Mutual Fund,ITI Large Cap Fund,-1.50778,ef5bbd3b2602735eee55a8bae37ad17f,ITI Large Cap Fund Reg (G),6be71cac20cf9e3b9af5077de1cd1e48,6be71cac20cf9e3b9af5077de1cd1e48,370,24-12-2020 00:00,-1.5078,-3.96,-3.01,-6.18,-4.58,3.61,25.59,16.75,9.34,0,0,0,0,0,0,A,B,C,B,,B,B,B,A,A,12.07,1,Equity: Large Cap,16.9643,0,5000,500,500,31.8913,23.7602,,,,,20.3682,2.35
Kotak Mutual Fund,Kotak Multi Asset Allocator FOF Dynamic,-0.878466,107f048435cf7e2b1caeea13678a564d,Kotak Multi Asset Allocator FOF Dynamic Reg (G),66beb72b698daccd632db7f01a52bbe5,66beb72b698daccd632db7f01a52bbe5,1618,09-08-2004 00:00,-0.8785,-2.92,-1.97,-3.69,0.77,7.54,25.54,21.16,16.51,20.45,16.38,14.2688,13.3514,15.8462,0,C,B,B,A,,A,A,A,A,A,16.44,0,Hybrid: Multi-Asset,217.207,0,100,100,100,31.1545,25.0969,23.5529,17.8287,16.0637,15.072,15.1358,0.98
Quantum Mutual Fund,Quantum ESG Best in Class Strategy Fund,-1.47617,21b3b44f94599905826d5febf3ffb93f,Quantum ESG Best in Class Strategy Fund (G),aaf5fbc88a3b9c8dce975b33ece1eb97,aaf5fbc88a3b9c8dce975b33ece1eb97,95,12-07-2019 00:00,-1.4762,-3.43,-2.67,-7.59,-1.52,10.45,25.52,17.56,10.09,17.41,0,0,0,0,0,B,B,A,B,,B,A,A,A,A,17,0,Equity: Thematic,23.36,0,500,500,500,41.473,24.4473,22.5762,,,,22.2153,2.1
Groww Mutual Fund,Groww Large Cap Fund,-1.71126,4d522694914d32311dfcb79247ecc472,Groww Large Cap Fund (G),a127c50c1e5c31e36d21221f4560ea90,a127c50c1e5c31e36d21221f4560ea90,133,10-02-2012 00:00,-1.7113,-4.54,-3.68,-7.11,-2.93,5.16,25.44,16,10.27,13.07,10.82,11.2186,0,0,0,B,B,B,B,,B,B,A,A,A,11.58,2,Equity: Large Cap,40.78,0,100,100,100,35.011,24.1395,20.7172,14.6531,,,14.0577,2.43
Bandhan Mutual Fund,Bandhan Nifty 100 Index Fund,-1.49185,22957a1de9f91b82b634e4ae3eb94f5b,Bandhan Nifty 100 Index Fund Reg (G),2344cd612a4dec5b993914e6df4c921c,2344cd612a4dec5b993914e6df4c921c,156,24-02-2022 00:00,-1.4919,-4.16,-3.83,-7,-3.21,6.39,25.43,14.81,0,0,0,0,0,0,0,B,C,C,B,,B,B,A,A,A,13.46,0,Equity: Index,14.1834,0,1000,100,100,37.3238,,,,,,26.1085,0.6
Edelweiss Mutual Fund,Edelweiss Large Cap Fund,-1.51998,ef89523ea173335392d2a51eda2f06b6,Edelweiss Large Cap Fund (G),d77150f6fb5fbb24b741ea06abb4416e,d77150f6fb5fbb24b741ea06abb4416e,1081,20-05-2009 00:00,-1.52,-4.63,-3.47,-6.88,-2.69,7.06,25.39,18.74,12.34,16.7,14.05,12.7376,13.1953,0,0,B,B,B,B,,A,A,A,A,A,14.39,4,Equity: Large Cap,80.34,0,100,100,100,38.9677,26.3203,23.4909,16.943,15.6187,,15.5413,2.17
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Multi Asset Fund,-1.12246,111eaa69142ff9d88c6739e8a9708303,Baroda BNP Paribas Multi Asset Fund Reg (G),396dcc258975f83851258e9440d3b0ee,396dcc258975f83851258e9440d3b0ee,1235,19-12-2022 00:00,-1.1225,-4.33,-4.07,-5.87,-0.51,6.17,25.36,0,0,0,0,0,0,0,0,,D,C,A,,C,B,B,B,A,19.11,0,Hybrid: Multi-Asset,13.8654,0,5000,1000,500,34.3715,,,,,,30.5343,2.09
SBI Mutual Fund,SBI ESG Exclusionary Strategy Fund,-1.66283,a70ad9700f6f237addc4142c02f05f2a,SBI ESG Exclusionary Strategy Fund Reg (G),3ffda2196377126b2bc7efdb6a0a1d9a,3ffda2196377126b2bc7efdb6a0a1d9a,6112,01-01-1991 00:00,-1.6627,-3.21,-2.57,-5.89,-1.27,8.81,25.36,17.17,9.54,15.66,13.64,12.4725,12.959,0,0,A,B,B,B,,B,A,A,A,A,12.54,0,Equity: Thematic,229.9655,0,1000,500,500,35.2275,22.8213,21.4359,15.961,14.8911,,14.4295,1.92
Mahindra Manulife Mutual Fund,Mahindra Manulife Large Cap Fund,-1.43226,32e1e6172415d5f2c3c30dbd23c9a56c,Mahindra Manulife Large Cap Fund (G),9c3b5be9d81ddebb2e321d7558f6bf41,9c3b5be9d81ddebb2e321d7558f6bf41,596,15-03-2019 00:00,-1.4323,-3.41,-3.28,-5.58,-4.34,6.11,25.36,16.17,9.8,15.1,0,0,0,0,0,A,B,B,B,,B,B,B,A,A,14.56,3,Equity: Large Cap,21.7814,0,1000,500,500,35.5885,23.4489,21.8132,,,,20.646,2.35
HDFC Mutual Fund,HDFC NIFTY 50 Equal weight Index Fund,-1.47299,70b6047dcb61d98e4705e54c1428a0c6,HDFC NIFTY 50 Equal weight Index Fund (G),2b53853320579bba729af9ae24e32773,2b53853320579bba729af9ae24e32773,1478,18-08-2021 00:00,-1.4729,-4.6,-4.09,-8.69,-4.25,6.08,25.3,19.22,13.74,0,0,0,0,0,0,C,C,C,B,,A,B,A,A,A,16.35,4,Equity: Index,16.3343,0,0,0,100,41.7016,28.7679,,,,,27.8371,0.86
UTI Mutual Fund,UTI Focused Fund,-1.29681,f9eca027df3e25b0da7e5345426c362a,UTI Focused Fund (G),586c33c9ad87d8bb88d538a5d7013b84,586c33c9ad87d8bb88d538a5d7013b84,2942,25-08-2021 00:00,-1.2967,-4.36,-4.05,-8.68,-4.25,6.41,25.27,19.01,11.65,0,0,0,0,0,0,D,D,D,C,,B,C,B,B,A,13,3,Equity: Focused,14.8267,0,0,0,500,44.0563,27.8334,,,,,26.6615,1.93
